uid,label,voice_opp_num_unique_count,voice_opp_num_count,voice_opp_head_unique_count,voice_opp_len_3,voice_opp_len_5,voice_opp_len_6,voice_opp_len_7,voice_opp_len_8,voice_opp_len_9,voice_opp_len_10,voice_opp_len_11,voice_opp_len_12,voice_opp_len_13,voice_opp_len_14,voice_opp_len_15,voice_opp_len_16,voice_opp_len_17,voice_opp_len_18,voice_opp_len_19,voice_opp_len_20,voice_opp_len_21,voice_opp_len_22,voice_opp_len_25,voice_call_len_1,voice_call_len_2,voice_call_len_3,voice_call_len_4,voice_call_len_5,voice_in_out_0,voice_in_out_1,voice_time_less_than_1min,voice_time_1min_to_2min,voice_time_2min_to_3min,voice_time_3min_to_4min,voice_time_4min_to_5min,voice_time_5min_to_6min,voice_time_6min_to_7min,voice_time_7min_to_8min,voice_time_8min_to_9min,voice_time_9min_to_10min,voice_time_10min_to_30min,voice_time_30min_to_60min,voice_time_more_than_60min,sms_opp_num_unique_count,sms_opp_num_count,sms_opp_head_unique_count,sms_opp_len_2,sms_opp_len_3,sms_opp_len_4,sms_opp_len_5,sms_opp_len_6,sms_opp_len_7,sms_opp_len_8,sms_opp_len_9,sms_opp_len_10,sms_opp_len_11,sms_opp_len_12,sms_opp_len_13,sms_opp_len_14,sms_opp_len_15,sms_opp_len_16,sms_opp_len_17,sms_opp_len_18,sms_opp_len_19,sms_opp_len_20,sms_in_out_0,sms_in_out_1,wa_name_unique_count,wa_name_count,wa_visit_cnt_std,wa_visit_cnt_max,wa_visit_cnt_min,wa_visit_cnt_median,wa_visit_cnt_mean,wa_visit_cnt_sum,wa_visit_dura_std,wa_visit_dura_max,wa_visit_dura_min,wa_visit_dura_median,wa_visit_dura_mean,wa_visit_dura_sum,wa_up_flow_std,wa_up_flow_max,wa_up_flow_min,wa_up_flow_median,wa_up_flow_mean,wa_up_flow_sum,wa_down_flowstd,wa_down_flowmax,wa_down_flowmin,wa_down_flowmedian,wa_down_flowmean,wa_down_flowsum
u0861,0,15.0,25.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,353,3032,123.15816403067493,1941.0,1.0,4.0,39.07025065963061,118461.0,139836.3270152475,1420879.0,0.0,4038.5,46614.306398416884,141334577.0,654962.1315783343,15573821.0,0.0,4228.0,166591.8360817942,505106447.0,25801941.010875106,1253275224.0,0.0,10292.5,2295730.7622031663,6960655671.0
u0862,0,86.0,392.0,25.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,321.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,185.0,207.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,10.0,129.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,106.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,111.0,232,1754,69.65101886025211,717.0,1.0,4.0,25.11060433295325,44044.0,87381.33144814044,1275255.0,0.0,5448.0,31570.83124287343,55375238.0,1069717.9226869012,23324432.0,0.0,9176.5,184964.88141391106,324428402.0,9068777.532902922,230996783.0,0.0,21006.0,1298180.7383124288,2277009015.0
u0863,0,84.0,183.0,41.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,160.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,4.0,37.0,0.0,0.0,94.0,89.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,5.0,62.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,58.0,269,2260,158.14368763600632,1806.0,1.0,4.0,49.054867256637166,110864.0,219283.47177157784,2473303.0,0.0,6100.5,66972.15973451328,151357081.0,2114883.6664898377,41581694.0,0.0,8938.0,449857.94557522127,1016678957.0,48727960.69793608,1001873017.0,0.0,18708.5,6338190.054424779,14324309523.0
u0864,0,21.0,126.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,27.0,0.0,0.0,57.0,69.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,3.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,54,210,46.69342623722091,480.0,1.0,5.0,20.561904761904763,4318.0,51325.874098019485,555016.0,0.0,6310.0,22638.509523809524,4754087.0,95483.06577756227,1191106.0,61.0,3104.5,19136.80476190476,4018729.0,3468805.7540231063,49427175.0,76.0,4770.5,301868.7380952381,63392435.0
u0865,0,26.0,155.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,45.0,0.0,0.0,69.0,86.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,5.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,266,1828,113.29863993608146,1789.0,1.0,4.0,34.07768052516411,62294.0,134475.32903781443,2370097.0,0.0,5246.5,40484.81236323851,74006237.0,1350975.2359314994,22700219.0,0.0,6868.5,261679.61378555797,478350334.0,32748131.441692054,1127778575.0,0.0,15197.0,3198093.4491247265,5846114825.0
u0866,0,331.0,614.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,5.0,2.0,0.0,0.0,464.0,150.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,3.0,115.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0,206,1406,192.22969989482237,2504.0,1.0,7.0,67.85348506401138,95402.0,196360.73939015548,1977221.0,0.0,7118.0,69105.86984352773,97162853.0,502985.94842406776,11340410.0,0.0,6218.5,102893.01209103841,144667575.0,20197114.940171953,733088315.0,0.0,9533.5,1080985.625889047,1519865790.0
u0867,0,33.0,84.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,0.0,0.0,0.0,23.0,61.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,173,753,31.588533169369825,500.0,1.0,3.0,9.830013280212484,7402.0,34441.7407881688,514554.0,0.0,3387.0,12008.812749003984,9042636.0,181304.99890952048,3354848.0,0.0,3732.0,39993.41699867198,30115043.0,5208317.950281978,128788425.0,0.0,6466.0,492413.1460823373,370787099.0
u0868,0,15.0,58.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,23.0,35.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0,193,1308,123.81621855816545,1597.0,1.0,3.5,33.81651376146789,44232.0,156174.97215317772,2231391.0,0.0,4681.0,41848.50764525994,54737848.0,20270738.407918364,730763938.0,0.0,6423.5,903544.2966360856,1181835940.0,46492785.280632354,1592452670.0,0.0,9373.0,3227273.873853211,4221274227.0
u0869,0,35.0,213.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,9.0,0.0,0.0,108.0,105.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,2.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,244,2042,86.03811229741085,736.0,1.0,4.0,37.8947110675808,77381.0,100888.29700070168,849508.0,0.0,5199.0,44945.80754162586,91779339.0,1861417.2515195939,76946656.0,0.0,5124.0,137563.54750244858,280904764.0,8625039.043979606,170374699.0,0.0,7540.0,1034866.9892262488,2113198392.0
u0870,0,12.0,24.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,8.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,84,193,229.45879139723954,1692.0,1.0,5.0,63.83419689119171,12320.0,329973.9237321139,2324288.0,0.0,6147.0,86491.35233160622,16692831.0,1737271.385454095,14373449.0,40.0,8532.0,430352.9170984456,83058113.0,76235012.55909358,924850565.0,0.0,16254.0,12273975.844559586,2368877338.0
u0871,0,57.0,220.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,217.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,35.0,44.0,0.0,0.0,74.0,146.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,24.0,120.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,79.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,25,29,0.6695340634119862,3.0,1.0,1.0,1.3448275862068966,39.0,2580.5729239383154,9663.0,0.0,558.0,1770.4827586206898,51344.0,28000.26140769073,151153.0,0.0,147.0,6326.448275862069,183467.0,52908.43819644178,284629.0,0.0,230.0,11664.620689655172,338274.0
u0872,0,24.0,34.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,4.0,0.0,0.0,20.0,14.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,185,1253,64.27402200551404,665.0,1.0,4.0,25.015961691939346,31345.0,75115.31004158537,653157.0,0.0,4611.0,28771.956903431765,36051262.0,301602.3936895845,7714369.0,0.0,3647.0,53520.083000798084,67060664.0,2032323.5589805325,52836135.0,0.0,4951.0,247202.91061452514,309745247.0
u0873,0,12.0,54.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,11.0,43.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,139,1086,82.35736068650796,966.0,1.0,5.0,31.72744014732965,34456.0,90077.15021422146,692805.0,0.0,6148.5,37708.05893186004,40950952.0,314524.352999713,5752382.0,0.0,6790.0,88509.13443830571,96120920.0,4322435.370138777,79347616.0,0.0,12884.0,842073.5856353592,914491914.0
u0874,0,10.0,58.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,38.0,0.0,0.0,42.0,16.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,27,99,17.626902426015203,95.0,1.0,4.0,11.191919191919192,1108.0,21889.42268543765,103172.0,0.0,4833.0,14115.373737373737,1397422.0,39170.565191505404,250736.0,0.0,8697.0,22894.91919191919,2266597.0,92176.75630182769,698452.0,0.0,14104.0,44160.666666666664,4371906.0
u0875,0,318.0,1308.0,37.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1281.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254.0,27.0,27.0,0.0,0.0,627.0,681.0,1308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,8.0,160.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,155.0,271,1480,90.22489554663477,1018.0,1.0,3.0,29.548648648648648,43732.0,119629.63493739134,1758992.0,0.0,3120.0,37419.27635135135,55380529.0,1696141.3847445392,46767669.0,0.0,3032.0,224062.6777027027,331612763.0,25698613.549334314,716371101.0,0.0,6068.0,2313216.1844594595,3423559953.0
u0876,0,22.0,51.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,6.0,0.0,0.0,15.0,36.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,12,45,7.477103095923627,39.0,1.0,2.0,5.844444444444444,263.0,14538.703722697002,74999.0,0.0,1400.0,8491.533333333333,382119.0,10941.064823947354,50726.0,60.0,2045.0,7626.466666666666,343191.0,156347.18850535268,966840.0,0.0,2074.0,49757.28888888889,2239078.0
u0877,0,11.0,36.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,123,353,57.12465473167188,634.0,1.0,4.0,21.413597733711047,7559.0,74457.77424684209,743818.0,0.0,3773.0,27564.45042492918,9730251.0,349917.09004514595,4141411.0,0.0,4390.0,99243.95467422096,35033116.0,11847539.788738439,159458827.0,0.0,8806.0,1887820.6203966006,666400679.0
u0878,0,22.0,149.0,21.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,140.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,5.0,0.0,0.0,82.0,67.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266,1092,74.94583513077609,1261.0,1.0,3.0,20.638278388278387,22537.0,100968.56585562228,1802284.0,0.0,3180.0,25287.486263736264,27613935.0,294016.7107282876,6017736.0,0.0,2367.5,52842.19047619047,57703672.0,11217975.7603608,175292959.0,0.0,2626.0,1513843.4935897435,1653117095.0
u0879,0,202.0,868.0,46.0,0.0,1.0,0.0,0.0,143.0,4.0,6.0,639.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,688.0,10.0,170.0,0.0,0.0,530.0,338.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,19.0,402.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,129.0,0.0,117.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,396.0,177,1241,74.33352453082112,806.0,1.0,4.0,29.32070910556003,36387.0,82113.70289728367,899949.0,0.0,3814.0,32316.315874294924,40104548.0,467704.9173769928,12355535.0,0.0,5220.0,96924.36744560838,120283140.0,4731373.159252068,107439179.0,0.0,9383.0,681090.9307010475,845233845.0
u0880,0,88.0,338.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,313.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,1.0,0.0,0.0,99.0,239.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,7.0,174.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,119.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,266,2120,160.98751844859333,1444.0,1.0,7.0,65.00518867924528,137811.0,183169.47380730373,1701438.0,0.0,8661.0,77638.56320754717,164593754.0,827999.8511733308,17479836.0,0.0,10667.0,185726.8962264151,393741020.0,10071160.805027658,281148951.0,0.0,16958.0,1516643.520754717,3215284264.0
u0881,0,217.0,689.0,61.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,629.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,4.0,1.0,0.0,0.0,237.0,452.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,6.0,182.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,176.0,238,1523,123.03619260754031,2820.0,1.0,5.0,36.53447143795141,55642.0,195260.95632429863,5949081.0,0.0,5977.0,47271.35915955351,71994280.0,2177498.051029064,75976127.0,0.0,7472.0,175199.90610636902,266829457.0,35989355.3773299,1365788291.0,0.0,13362.0,1925517.3762311228,2932562964.0
u0882,0,87.0,470.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,465.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,7.0,14.0,0.0,0.0,216.0,254.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,10.0,105.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,97.0,153,860,32.84622601526494,253.0,1.0,3.0,16.25,13975.0,40945.41713541352,365382.0,0.0,4622.5,19626.8,16879048.0,202476.96831957993,3723053.0,0.0,3612.0,52006.590697674415,44725668.0,1251651.8211228617,19850850.0,0.0,6708.0,252061.9988372093,216773319.0
u0883,0,9.0,39.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,3.0,0.0,0.0,23.0,16.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,218,1633,217.69612556672757,4682.0,1.0,4.0,47.80710349050827,78069.0,281334.3224068574,5954352.0,0.0,5708.0,62281.758726270666,101706112.0,1124101.3831359895,26743888.0,0.0,6125.0,178065.78873239437,290781433.0,33370154.845984392,737250253.0,0.0,9099.0,4058010.5113288425,6626731165.0
u0884,0,6.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,7.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,248,1646,186.00592479499198,1853.0,1.0,5.0,64.30619684082625,105848.0,247618.334742853,2563422.0,0.0,6059.5,83419.3936816525,137308322.0,1121800.7313186685,31477371.0,0.0,6175.5,219371.9957472661,361086305.0,20609297.595720254,612932336.0,0.0,11441.5,2646084.95018226,4355455828.0
u0885,0,52.0,150.0,25.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,131.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,8.0,4.0,0.0,0.0,76.0,74.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,5.0,82.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,223,1202,55.34727919530894,662.0,1.0,3.0,18.236272878535775,21920.0,62766.195944199004,682922.0,0.0,2882.5,20860.207986688853,25073970.0,290579.8143526933,5381027.0,0.0,2712.0,54444.17554076539,65441899.0,5568176.881524224,185309911.0,0.0,3081.5,404104.54991680535,485733669.0
u0886,0,14.0,83.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,59.0,24.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0
u0887,0,111.0,324.0,38.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,315.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,11.0,22.0,0.0,0.0,191.0,133.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,11.0,60.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54.0,279,2328,246.51044965969183,2669.0,1.0,7.0,85.97895189003437,200159.0,258664.00736436117,2708868.0,0.0,7559.5,94644.80197594501,220333099.0,884350.1133491074,13589607.0,0.0,9113.5,258736.00687285225,602337424.0,42168992.831487946,999942083.0,0.0,15349.5,5159214.43298969,12010651200.0
u0888,0,21.0,30.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,11.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,129,879,42.02813954876496,358.0,1.0,4.0,19.967007963594995,17551.0,48629.53793818154,384224.0,0.0,4814.0,21749.279863481228,19117617.0,154238.6030699538,3013732.0,0.0,4740.0,33390.20705346985,29349992.0,870200.9372740436,17271266.0,0.0,8052.0,178316.29579067123,156740024.0
u0889,0,20.0,107.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,37.0,2.0,0.0,0.0,45.0,62.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,79,466,23.55535974128646,260.0,1.0,3.0,10.420600858369099,4856.0,33562.00599948814,402601.0,0.0,3914.5,14719.0,6859054.0,94109.52293752333,759819.0,0.0,3662.0,32244.31545064378,15025851.0,982415.7781562166,20316851.0,0.0,3696.5,108697.37982832619,50652979.0
u0890,0,22.0,62.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,28.0,0.0,0.0,39.0,23.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,322,1747,313.9712678664354,4309.0,1.0,3.0,57.425300515168864,100322.0,445605.9552193425,5970625.0,0.0,4385.0,79200.66742987979,138363566.0,3607584.875693811,144700636.0,0.0,4320.0,278438.2770463652,486431670.0,16765043.383487748,305894527.0,0.0,8607.0,2611216.101316543,4561794529.0
