uid,label,voice_opp_num_unique_count,voice_opp_num_count,voice_opp_head_unique_count,voice_opp_len_3,voice_opp_len_5,voice_opp_len_6,voice_opp_len_7,voice_opp_len_8,voice_opp_len_9,voice_opp_len_10,voice_opp_len_11,voice_opp_len_12,voice_opp_len_13,voice_opp_len_15,voice_opp_len_16,voice_call_len_1,voice_call_len_2,voice_call_len_3,voice_in_out_0,voice_in_out_1,voice_time_less_than_1min,voice_time_more_than_60min,sms_opp_num_unique_count,sms_opp_num_count,sms_opp_head_unique_count,sms_opp_len_5,sms_opp_len_7,sms_opp_len_8,sms_opp_len_9,sms_opp_len_10,sms_opp_len_11,sms_opp_len_12,sms_opp_len_13,sms_opp_len_14,sms_in_out_0,sms_in_out_1,wa_name_unique_count,wa_name_count,wa_visit_cnt_std,wa_visit_cnt_max,wa_visit_cnt_median,wa_visit_cnt_mean,wa_visit_cnt_sum,wa_visit_dura_std,wa_visit_dura_max,wa_visit_dura_min,wa_visit_dura_median,wa_visit_dura_mean,wa_visit_dura_sum,wa_up_flow_std,wa_up_flow_max,wa_up_flow_min,wa_up_flow_median,wa_up_flow_mean,wa_up_flow_sum,wa_down_flowstd,wa_down_flowmax,wa_down_flowmin,wa_down_flowmedian,wa_down_flowmean,wa_down_flowsum,sms_in_out_diff,voice_in_out_diff,voice_opp_num_unique_count_ratio,voice_opp_len12_ratio,voice_call_len1andlen3_ratio,sms_opp_len11andlen13_ratio,mean_diff_wa_up_and_wa_down
u1580,0,20.0,81.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,21.0,0.0,0.0,0.0,76.0,5.0,0.0,44.0,37.0,81.0,81.0,8.0,158.0,4.0,0.0,0.0,4.0,43.0,0.0,27.0,84.0,0.0,0.0,1.0,157.0,251,1435,86.55194815832628,1068.0,3.0,28.864808362369338,41421.0,93545.61924952746,1138061.0,0.0,3499.0,32771.61114982578,47027262.0,291953.85101831186,5542252.0,0.0,3894.0,77214.99163763066,110803513.0,2549240.4626587126,48282728.0,0.0,6664.0,525297.2731707317,753801587.0,-0.9873417721518988,0.08641975308641975,0.24691358024691357,0.25925925925925924,1.876543209876543,0.17088607594936708,-448082.28153310105
u1581,0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,7.0,5.0,12.0,12.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,34,56,11.14192678433728,57.0,3.0,7.696428571428571,431.0,15513.470143549606,73528.0,0.0,2970.0,10092.67857142857,565190.0,36238.02985850602,260674.0,58.0,3528.0,13871.714285714286,776816.0,1365654.577335884,10232266.0,74.0,5048.0,209913.80357142855,11755173.0,-1.0,0.16666666666666666,0.3333333333333333,0.0,1.8333333333333333,1.0,-196042.08928571426
u1582,0,194.0,837.0,46.0,0.0,6.0,0.0,0.0,9.0,1.0,2.0,813.0,6.0,0.0,0.0,0.0,801.0,11.0,25.0,530.0,307.0,837.0,837.0,25.0,443.0,13.0,1.0,0.0,10.0,16.0,15.0,314.0,85.0,0.0,2.0,44.0,399.0,189,803,118.04395649164722,1386.0,4.0,28.970112079701124,23263.0,150842.1804501293,2029706.0,0.0,4110.0,35986.41843088419,28897094.0,684953.526464173,12448651.0,0.0,3541.0,114029.11955168119,91565383.0,25801567.40046857,639515296.0,0.0,4546.0,2119173.594022416,1701696396.0,-0.801354401805869,0.26642771804062126,0.23178016726403824,0.007168458781362007,1.913978494623656,0.708803611738149,-2005144.4744707348
u1583,0,196.0,671.0,47.0,3.0,1.0,0.0,1.0,3.0,0.0,3.0,626.0,34.0,0.0,0.0,0.0,587.0,27.0,57.0,248.0,423.0,671.0,671.0,11.0,445.0,7.0,0.0,0.0,3.0,14.0,0.0,316.0,112.0,0.0,0.0,11.0,434.0,284,1823,94.29337695562256,1310.0,4.0,32.895227646736146,59968.0,131364.8464162074,1817454.0,0.0,4744.0,44796.49698299506,81664014.0,915400.7593448393,20193527.0,0.0,6094.0,206987.4481623697,377338118.0,28267640.40067085,1140169662.0,0.0,12428.0,1894974.656061437,3454538798.0,-0.950561797752809,-0.2608047690014903,0.29210134128166915,0.05067064083457526,1.7496274217585692,0.7101123595505618,-1687987.2078990673
u1584,0,9.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,4.0,103.0,4.0,2.0,0.0,0.0,12.0,0.0,89.0,0.0,0.0,0.0,4.0,99.0,71,133,38.43414829083179,298.0,3.0,13.413533834586469,1784.0,45801.578791250526,372859.0,0.0,2810.0,15288.736842105263,2033402.0,93150.70264332279,718381.0,40.0,3098.0,29285.436090225565,3894963.0,1290518.9231827587,14522739.0,0.0,3720.0,168932.76691729322,22468058.0,-0.9223300970873787,-1.0,0.75,0.0,2.0,0.8640776699029126,-139647.33082706766
u1585,0,23.0,63.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,56.0,1.0,6.0,25.0,38.0,63.0,63.0,8.0,85.0,5.0,2.0,0.0,2.0,12.0,0.0,65.0,4.0,0.0,0.0,1.0,84.0,157,707,81.22456622322697,721.0,3.0,30.86280056577086,21820.0,98892.31572167414,897676.0,0.0,3564.0,36703.89674681754,25949655.0,675816.7648486351,15590481.0,0.0,2917.0,121785.45685997172,86102318.0,1863618.2172769709,20604372.0,0.0,7030.0,468890.9971711457,331505935.0,-0.9764705882352941,-0.20634920634920634,0.36507936507936506,0.0,1.7777777777777777,0.7647058823529411,-347105.540311174
u1586,0,169.0,1428.0,29.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1417.0,5.0,0.0,0.0,0.0,1400.0,19.0,9.0,600.0,828.0,1428.0,1428.0,17.0,87.0,10.0,2.0,0.0,0.0,14.0,1.0,69.0,1.0,0.0,0.0,11.0,76.0,279,1674,131.76283262345066,1813.0,3.0,37.89605734767025,63438.0,191049.7981875532,2547106.0,0.0,2839.0,50335.387694145764,84261439.0,807368.8128765038,15536608.0,0.0,2213.5,155306.24611708484,259982656.0,4075138.54043262,122385511.0,0.0,5137.0,711311.0824372759,1190734752.0,-0.7471264367816092,-0.15966386554621848,0.11834733893557423,0.0035014005602240898,1.9607843137254901,0.7931034482758621,-556004.836320191
u1587,0,72.0,209.0,41.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,194.0,4.0,0.0,0.0,2.0,164.0,22.0,23.0,143.0,66.0,209.0,209.0,6.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,170,986,77.07843798687061,1848.0,3.0,18.393509127789045,18136.0,152028.54283525125,4168885.0,0.0,4181.0,26620.56186612576,26247874.0,1343517.8206178849,39181630.0,0.0,3748.0,122833.84482758619,121114171.0,34054745.24823487,1012948969.0,0.0,7447.5,1993095.0567951319,1965191726.0,1.0,0.3684210526315789,0.3444976076555024,0.019138755980861243,1.569377990430622,1.0,-1870261.2119675458
u1588,0,11.0,13.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,4.0,9.0,13.0,13.0,3.0,49.0,3.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,37.0,0.0,1.0,48.0,384,2190,124.57948052852957,2436.0,4.0,32.75525114155251,71734.0,166299.66264542614,3997621.0,0.0,4001.0,39517.0100456621,86542252.0,1496152.9553181562,45973694.0,0.0,4061.5,166986.34383561646,365700093.0,4672969.479820475,127895983.0,0.0,7413.0,604815.6890410959,1324546359.0,-0.9591836734693877,-0.38461538461538464,0.8461538461538461,0.0,1.6923076923076923,0.9795918367346939,-437829.3452054794
u1589,0,17.0,25.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,21.0,0.0,1.0,0.0,0.0,24.0,0.0,1.0,6.0,19.0,25.0,25.0,6.0,115.0,6.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,89.0,0.0,12.0,103.0,177,983,26.913195408607894,232.0,3.0,11.082400813835196,10894.0,34997.58098035217,317165.0,0.0,2355.0,13117.54526958291,12894547.0,73821.8464503712,928908.0,0.0,1985.0,22428.729399796543,22047441.0,984381.3333398531,21892454.0,0.0,2921.0,135975.23804679554,133663659.0,-0.7913043478260869,-0.52,0.68,0.0,1.92,0.991304347826087,-113546.50864699899
u1590,0,16.0,44.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,25.0,2.0,17.0,31.0,13.0,44.0,44.0,8.0,75.0,6.0,0.0,0.0,22.0,0.0,0.0,46.0,0.0,7.0,0.0,32.0,43.0,91,237,41.298872906929056,363.0,2.0,13.540084388185655,3209.0,63512.945034643526,666390.0,0.0,3256.0,19670.738396624474,4661965.0,119381.18512706627,896161.0,0.0,4644.0,44285.06751054851,10495561.0,2458887.2572192433,29900304.0,0.0,11208.0,535166.9873417722,126834576.0,-0.14666666666666667,0.4090909090909091,0.36363636363636365,0.0,1.1363636363636365,0.7066666666666667,-490881.91983122367
u1591,0,109.0,805.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,798.0,6.0,0.0,0.0,0.0,789.0,13.0,3.0,321.0,484.0,805.0,805.0,24.0,192.0,16.0,1.0,0.0,7.0,29.0,4.0,150.0,0.0,0.0,1.0,71.0,121.0,393,1854,154.2709833261856,4993.0,3.0,23.307443365695796,43212.0,249065.42467945907,7348971.0,0.0,2958.0,32162.76321467098,59629763.0,1864070.329812441,67328476.0,0.0,2743.5,190034.87864077673,352324665.0,45827955.2422069,1670491418.0,0.0,4907.5,2919445.3139158576,5412651612.0,-0.2604166666666667,-0.20248447204968945,0.13540372670807455,0.007453416149068323,1.960248447204969,0.78125,-2729410.4352750806
u1592,0,259.0,516.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,500.0,12.0,0.0,0.0,0.0,352.0,16.0,148.0,360.0,156.0,516.0,516.0,20.0,49.0,15.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0,0.0,34.0,15.0,16,15,11.285051216205487,38.0,2.0,6.933333333333334,104.0,11663.661751660276,36481.0,0.0,966.0,6669.2,100038.0,11586.773009813924,45375.0,40.0,398.0,4166.066666666667,62491.0,15805.314302775627,61409.0,0.0,499.0,5867.0666666666675,88006.0,0.3877551020408163,0.3953488372093023,0.501937984496124,0.023255813953488372,1.3643410852713178,1.0,-1701.000000000001
u1593,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30,29,4.606431571472662,20.0,2.0,4.172413793103448,121.0,7370.540029075009,27871.0,0.0,2702.0,5996.9655172413795,173912.0,7968.727163011806,31063.0,63.0,2010.0,5803.793103448276,168310.0,101991.5872081803,548446.0,40.0,6986.0,33787.379310344826,979834.0,-1.0,1.0,1.0,0.0,2.0,0.0,-27983.58620689655
u1594,0,32.0,45.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,37.0,8.0,45.0,45.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,177,519,160.8996685823902,2278.0,4.0,36.82080924855492,19110.0,220359.17069463772,3051801.0,0.0,4634.0,47012.15606936416,24399309.0,1090706.308722016,15157263.0,0.0,4948.0,192424.17533718693,99868147.0,27706440.623272367,547538791.0,0.0,7498.0,2967530.8901734105,1540148532.0,-0.3333333333333333,0.6444444444444445,0.7111111111111111,0.0,1.9555555555555555,0.6666666666666666,-2775106.7148362235
u1595,0,10.0,58.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,54.0,2.0,2.0,34.0,24.0,58.0,58.0,6.0,9.0,2.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,60,269,111.43242427609528,806.0,6.0,46.962825278810406,12633.0,170595.6508700809,1592877.0,0.0,10926.0,73439.17472118959,19755138.0,439299.09817793354,5079728.0,41.0,12003.0,141376.69144981413,38030330.0,1412239.8510710832,14291543.0,0.0,18486.0,396340.92936802976,106615710.0,-0.7777777777777778,0.1724137931034483,0.1724137931034483,0.0,1.8620689655172413,0.5555555555555556,-254964.23791821563
u1596,0,122.0,493.0,38.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,483.0,2.0,0.0,0.0,0.0,399.0,2.0,92.0,201.0,292.0,493.0,493.0,6.0,383.0,6.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,5.0,378.0,17,16,80.96418961491554,328.0,4.0,24.5,392.0,113516.890169536,459582.0,305.0,5011.0,34706.1875,555299.0,223201.72021380125,893488.0,59.0,4091.5,69767.5,1116280.0,1276171.8678586476,4816912.0,0.0,5270.0,435376.6875,6966027.0,-0.9738903394255874,-0.1845841784989858,0.24746450304259635,0.004056795131845842,1.618661257606491,1.0,-365609.1875
u1597,0,6.0,47.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,36.0,0.0,11.0,22.0,25.0,47.0,47.0,4.0,21.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,140,965,134.58414313357386,1678.0,5.0,46.931606217616576,45289.0,225084.02896458228,2907138.0,0.0,6405.0,67961.16269430052,65582522.0,4763103.865098442,98722431.0,0.0,6695.0,641649.1067357514,619191388.0,26994873.783565,336265540.0,0.0,10980.0,5576471.997927461,5381295478.0,-0.6190476190476191,-0.06382978723404255,0.1276595744680851,0.0,1.5319148936170213,0.0,-4934822.89119171
u1598,0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,7.0,6.0,13.0,13.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,179,868,43.61376104930303,838.0,3.0,14.140552995391705,12274.0,64640.677457222126,1387083.0,0.0,3590.0,18028.0633640553,15648359.0,247453.00661477906,3989322.0,0.0,4975.5,61148.979262672816,53077314.0,5333157.45413786,121362859.0,0.0,7413.0,749353.5380184331,650438871.0,-1.0,0.07692307692307693,0.3076923076923077,0.0,1.2307692307692308,0.0,-688204.5587557603
u1599,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,46,286,286.5882333720275,2695.0,9.0,91.88811188811192,26280.0,342233.0371995459,3576585.0,0.0,11022.5,109778.4125874126,31396626.0,1034552.965433837,11121475.0,40.0,21855.5,283723.0699300699,81144798.0,19220566.412387516,302166326.0,0.0,40025.0,2321430.447552448,663929108.0,-1.0,-1.0,1.0,0.0,2.0,1.0,-2037707.3776223783
u1600,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,150,99.38892960918264,700.0,5.0,33.78,5067.0,135191.26597875071,1177298.0,0.0,6349.0,43849.66,6577449.0,718433.0893110712,8277988.0,55.0,2883.5,117852.25333333333,17677838.0,66053926.20496922,768818858.0,0.0,2191.0,7454930.7266666675,1118239609.0,-1.0,1.0,1.0,0.0,2.0,1.0,-7337078.473333335
u1601,0,5.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,10.0,3.0,13.0,13.0,5.0,25.0,4.0,0.0,0.0,1.0,16.0,0.0,7.0,1.0,0.0,0.0,2.0,23.0,228,1588,123.58656999761804,1164.0,5.0,44.68073047858942,70953.0,165587.69608722106,1874990.0,0.0,5268.0,56569.976070528974,89833122.0,2033900.5585506384,33173784.0,0.0,5445.5,384276.1360201512,610230504.0,103384839.83159356,1303284256.0,0.0,9251.5,16238096.380982367,25786097053.0,-0.84,0.5384615384615384,0.38461538461538464,0.0,0.9230769230769231,0.28,-15853820.244962215
u1602,0,11.0,43.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,28.0,0.0,15.0,20.0,23.0,43.0,43.0,5.0,29.0,3.0,0.0,0.0,2.0,11.0,0.0,16.0,0.0,0.0,0.0,2.0,27.0,39,68,19.356414022951647,118.0,2.0,7.470588235294117,508.0,26086.91519033053,179112.0,0.0,2965.0,9214.176470588236,626564.0,33250.138403228426,167924.0,71.0,2202.0,12141.044117647061,825591.0,660400.5083743646,4290898.0,190.0,3598.5,155354.48529411765,10564105.0,-0.8620689655172413,-0.06976744186046512,0.2558139534883721,0.0,1.302325581395349,0.5517241379310345,-143213.4411764706
u1603,0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,115,167,93.3206002699563,741.0,5.0,29.395209580838323,4909.0,124709.73847553117,872311.0,0.0,4861.0,38383.383233532935,6410025.0,1209736.2961119227,7696959.0,40.0,3208.0,328943.16167664673,54933508.0,40351469.76519789,331658643.0,0.0,6598.0,7383946.538922155,1233119072.0,-1.0,-0.3333333333333333,0.3333333333333333,0.0,2.0,1.0,-7055003.377245508
u1604,0,19.0,82.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,59.0,8.0,15.0,36.0,46.0,82.0,82.0,4.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,1.0,32.0,271,1879,393.9437410715159,6999.0,8.0,101.10218201170835,189971.0,525132.1043749145,9390336.0,0.0,11244.0,133209.4262905801,250300512.0,11563518.727479987,362683481.0,0.0,13959.0,1176098.3400745078,2209888781.0,82236823.73765177,1701425127.0,0.0,22017.0,11837896.19957424,22243406959.0,-0.9393939393939394,-0.12195121951219512,0.23170731707317074,0.0,1.4390243902439024,0.9696969696969697,-10661797.859499732
u1605,0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,11.0,52,151,36.903178611218294,334.0,3.0,13.642384105960266,2060.0,42840.04601959551,367634.0,0.0,3984.0,17831.397350993382,2692541.0,1317187.062313459,13486741.0,0.0,5809.0,296241.13907284767,44732412.0,14879298.061919527,143955761.0,0.0,11397.0,3133302.980132451,473128750.0,-0.8333333333333334,-1.0,0.8,0.6,2.0,0.9166666666666666,-2837061.8410596033
u1606,0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,222,1157,161.6127969569198,3363.0,5.0,38.8409680207433,44939.0,235435.8978716688,4356656.0,0.0,5336.0,49617.045808124465,57406922.0,1683727.3943285318,28878204.0,0.0,6505.0,270343.5617977528,312787501.0,74925825.05898729,2006494814.0,0.0,9765.0,7695994.567847882,8904265715.0,-1.0,-1.0,1.0,0.3333333333333333,2.0,1.0,-7425651.006050129
u1607,0,12.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,16.0,1.0,4.0,13.0,8.0,21.0,21.0,7.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,25.0,3.0,257,2240,256.25861384572687,2699.0,7.0,78.45982142857143,175750.0,341288.7554069461,4752887.0,0.0,8244.0,97141.28080357144,217596469.0,1529106.4843505588,26832899.0,0.0,5252.5,308716.25982142857,691524422.0,65685949.846056394,1618498158.0,0.0,7852.5,9114450.015625,20416368035.0,0.7857142857142857,0.23809523809523808,0.5714285714285714,0.0,1.5238095238095237,0.9642857142857143,-8805733.755803572
u1608,0,35.0,261.0,21.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,157.0,29.0,75.0,205.0,56.0,261.0,261.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,267,2004,322.39512438675644,7835.0,8.0,76.43413173652695,153174.0,457587.2685923657,9089573.0,0.0,9969.5,107486.40618762474,215402758.0,3592119.7872573,79354696.0,0.0,13055.5,517665.624750499,1037401912.0,82221342.99435757,1610664229.0,0.0,20686.5,9112449.356287424,18261348510.0,1.0,0.5708812260536399,0.13409961685823754,0.0,1.2030651340996168,1.0,-8594783.731536925
u1609,0,14.0,118.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,46.0,0.0,72.0,75.0,43.0,118.0,118.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,207,1218,151.33915696292397,1922.0,3.0,39.01559934318555,47521.0,186693.23080920614,2261349.0,0.0,3447.5,46025.91871921183,56059569.0,468459.3570082311,8604313.0,0.0,2867.0,92012.00821018062,112070626.0,9483448.87361665,278170801.0,0.0,3653.5,1196813.1806239735,1457718454.0,0.0,0.2711864406779661,0.11864406779661017,0.0,0.7796610169491526,0.5,-1104801.172413793
u1610,0,14.0,50.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,19.0,3.0,28.0,33.0,17.0,50.0,50.0,2.0,8.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,131,596,37.039118132939855,410.0,3.0,15.946308724832216,9504.0,46023.902673297685,551977.0,0.0,3416.5,19476.645973154362,11608081.0,232348.0494928225,5332140.0,0.0,2373.5,34987.825503355714,20852744.0,1068421.011777693,11845628.0,0.0,3949.5,210527.10234899327,125474153.0,1.0,0.32,0.28,0.0,0.76,0.0,-175539.27684563756
u1611,0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23,54,6.079401244929912,30.0,2.0,5.0555555555555545,273.0,9249.204276877863,34813.0,0.0,7142.0,8539.592592592593,461138.0,68583.42614654508,494780.0,0.0,4064.0,21502.03703703704,1161110.0,90469.82837035386,647978.0,0.0,2534.0,26311.81481481481,1420838.0,1.0,-1.0,0.6,0.0,2.0,0.0,-4809.77777777777
u1612,0,58.0,332.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,329.0,0.0,1.0,0.0,0.0,332.0,0.0,0.0,146.0,186.0,332.0,332.0,1.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,129.0,0.0,38,153,27.734878983184732,211.0,3.0,10.54248366013072,1613.0,37667.634369764666,242644.0,0.0,4227.0,13675.699346405227,2092382.0,212318.45933478329,2103260.0,0.0,2653.0,42757.00653594772,6541822.0,890259.4942526191,8183997.0,0.0,4088.0,168887.4183006536,25839775.0,1.0,-0.12048192771084337,0.1746987951807229,0.0,2.0,1.0,-126130.41176470587
u1613,0,120.0,744.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,738.0,5.0,0.0,0.0,0.0,740.0,3.0,1.0,334.0,410.0,744.0,744.0,11.0,83.0,8.0,0.0,0.0,5.0,6.0,0.0,70.0,0.0,1.0,0.0,11.0,72.0,93,1135,522.8131209853799,6885.0,10.0,101.3339207048458,115014.0,533035.4301163421,9247730.0,0.0,9622.0,113589.00881057268,128923525.0,554696.4865879539,9597084.0,57.0,7023.0,134404.61585903086,152549239.0,11404664.90818764,319469407.0,0.0,9317.0,1229093.59030837,1395021225.0,-0.7349397590361446,-0.10215053763440861,0.16129032258064516,0.006720430107526882,1.989247311827957,0.8554216867469879,-1094688.9744493393
u1614,0,51.0,196.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,185.0,0.0,11.0,62.0,134.0,196.0,196.0,9.0,312.0,6.0,0.0,0.0,2.0,13.0,0.0,293.0,3.0,0.0,1.0,73.0,239.0,44,151,11.914511529599631,101.0,3.0,6.933774834437085,1047.0,18740.015944803217,118230.0,0.0,3190.0,9596.384105960266,1449054.0,254926.39286908985,2381736.0,59.0,2608.0,48173.96688741722,7274269.0,196635.4442472409,1975007.0,0.0,4061.0,56080.94039735098,8468222.0,-0.532051282051282,-0.3673469387755102,0.2602040816326531,0.0,1.8877551020408163,0.9391025641025641,-7906.973509933763
u1615,0,7.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,5.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,122,550,25.145995234572467,181.0,2.0,11.547272727272727,6351.0,29805.291439632165,252733.0,0.0,2761.0,13821.349090909092,7601742.0,195687.00792983858,4068285.0,0.0,1936.5,32157.08,17686394.0,2554548.069727385,41716341.0,0.0,3215.5,322665.2545454545,177465890.0,1.0,-0.42857142857142855,1.0,0.14285714285714285,1.7142857142857142,1.0,-290508.1745454545
u1616,0,42.0,194.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,185.0,3.0,0.0,0.0,0.0,171.0,1.0,22.0,60.0,134.0,194.0,194.0,7.0,374.0,4.0,2.0,0.0,3.0,16.0,0.0,353.0,0.0,0.0,0.0,2.0,372.0,49,72,62.055776566898366,423.0,3.0,19.805555555555557,1426.0,120234.09100400141,831431.0,0.0,4728.5,33859.819444444445,2437907.0,259424.29368194265,2169881.0,58.0,3618.5,50338.63888888888,3624382.0,939547.6490412643,7440954.0,0.0,5575.0,211323.06944444447,15215261.0,-0.9893048128342246,-0.38144329896907214,0.21649484536082475,0.015463917525773196,1.7628865979381443,0.9438502673796791,-160984.4305555556
u1617,0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,8.0,4.0,18.0,2.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,1.0,18.0,0.0,7,35,0.9804817886198222,4.0,1.0,1.7428571428571429,61.0,3315.65952930721,12801.0,0.0,1997.0,2906.657142857143,101733.0,1372.2460549384418,4656.0,41.0,819.0,1274.0,44590.0,21888.97447747679,95324.0,0.0,548.0,6330.97142857143,221584.0,1.0,-1.0,0.25,0.0,2.0,0.7777777777777778,-5056.97142857143
